"","cov.name","cov.mean","cov.sd","cov.na"
"1","age","64.4792122538293","8.43206893083491","0"
"2","tot_chol","192.295404814004","35.6178795186099","0"
"3","hdl_chol","59.5065645514223","17.9600524412953","0"
"4","sbp","125.345733041575","16.9658102286004","0"
"5","dbp","72.6509846827133","10.164779522027","0"
"6","waist_u","100.081280087527","14.6722908910491","0"
"7","BMI","27.8848015072056","5.32762270847155","0"
