"","cov.name","cov.mean","cov.sd","cov.na"
"1","age","65.2321167883212","8.58482732049243","0"
"2","tot_chol","190.156690997567","35.7853436562145","0"
"3","hdl_chol","58.9060827250608","18.4486823964349","0"
"4","sbp","125.186374695864","16.8293979711635","0"
"5","dbp","72.3148418491484","9.90483681190645","0"
"6","waist_u","100.556189781022","14.4718691929774","0"
"7","BMI","27.9861597956257","5.2976982831568","0"
